128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,
0,28.26211,47.50942,78.08763,130.074,216.4085,360.176,603.4527,1009.078,1690.679,2829.4310,4742.0911,7952.16
128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,
0,28.63611,47.28332,78.03483,130.0034,216.7095,362.0776,603.4457,1009.748,1689.99,2827.5110,4740.5611,7945.36
